nomesc,latitude,longitude
"ARY PARREIRAS, ALM.",-23.644231,-46.65594
MARINA VIEIRA DE CARVALHO MESQUITA,-23.661951,-46.653086
"HABIB CARLOS KYRILLOS, DR.",-23.674169,-46.645881
"ANTONIO DE SAMPAIO DORIA, PROF.",-23.681771,-46.642254
ARMANDO ARRUDA PEREIRA,-23.652123,-46.640702
CACILDA BECKER,-23.645699,-46.640512
"NELSON PIMENTEL QUEIROZ, PROF.",-23.640766,-46.639283
CRUZ E SOUSA,-23.663183,-46.652025
VANDA COELHO DE MORAES,-23.685898,-46.673243
ANNE SULLIVAN,-23.629655,-46.702006
"SYLVIO DE MAGALHAES FIGUEIREDO, ALM.",-23.671593,-46.662549
"FRANCISCO HERNANI ALVERNE FACUNDO LEITE, PROF",-23.671569,-46.675959
JARDIM DA INFANCIA TIA LOLO,-23.639448,-46.669338
TREM AZUL ESCOLA,-23.653672,-46.638757
MODULUS CENTRO EDUC.,-23.63408,-46.698664
GREEN BOOK ESCOLA,-23.622269,-46.681163
"AQUARELA DOS SONHOS, ESCOLA DE EDUCACAO INFANTIL",-23.656937,-46.679508
BOSQUE FELIZ COLEGIO,-23.633893,-46.697788
CASTELINHO E.E.I.,-23.633816,-46.704514
CHAVE - MAGICA E.E.I,-23.656065,-46.679706
HANSEL UND GRETEL PRE-ESCOLA,-23.641681,-46.676145
MUNDO COLORIDO E.E.I.,-23.659316,-46.676098
PATOTINHA DA TIA GABRIELA,-23.631478,-46.695756
PLANETA CRIANCA E.E.I.,-23.628788,-46.687429
PARQUE COLONIAL E.E.I.,-23.628258,-46.666559
MARGARIDA JARDIM DE INFANCIA,-23.643407,-46.698694
JARDIM DOS SONHOS NUCL. DE RECR. INF.,-23.644327,-46.669059
BUILDING E.E.I.,-23.639587,-46.671177
MINI POLEGAR E.E.I.,-23.6385,-46.643135
CASTELO RATIMBUM ESCOLA,-23.671055,-46.663499
BABY NURSE,-23.651049,-46.660907
KINDERGARTEN GUILHERME TELL,-23.64113,-46.669486
JARDIM COLIBRI,-23.65816,-46.69223
CANTINHO DA CRIANCA,-23.681665,-46.665198
"LARGO 13, ACAO SOCIAL",-23.646504,-46.724096
ESPERANCA,-23.673767,-46.662067
LAR DA BENCAO DIVINA,-23.654505,-46.670983
LAR DO PEQUENO SAMARITANO,-23.68117,-46.666905
MAE OPERARIA,-23.670746,-46.645547
MAMAE,-23.652583,-46.709623
MEU ABACATEIRO,-23.687539,-46.670417
PINGO DE GENTE,-23.700863,-46.642918
IGUALDADE,-23.662881,-46.653487
JOAO SILVA,-23.632147,-46.632067
TIAOZINHO,-23.664412,-46.645469
"AME, CEI",-23.655949,-46.635425
"RITA CAVENAGHI, IRMA",-23.688851,-46.652762
SANTA CATARINA,-23.648767,-46.662666
NOVA SABARA RECREACAO INFANTIL,-23.690256,-46.67505
RECANTO DA FAMILIA,-23.688408,-46.648261
"ARTE E MAGIA, E.E.I.",-23.64036,-46.711879
"URSINHO PIMPAO, ESC",-23.642944,-46.633744
NOSSAS CRIANCAS,-23.688213,-46.665376
"GREGORIO WESTRUPP, PE",-23.612937,-46.675787
ANJO PEQUENINO,-23.695195,-46.670184
MONT SINAI,-23.68112,-46.658664
CRI-ACAO,-23.673678,-46.682103
SANTA CATARINA III,-23.647327,-46.637957
NOSSAS CRIANCAS II,-23.682024,-46.663691
NOSSA SENHORA DAS GRACAS,-23.709344,-46.653622
"SAO FRANCISCO DE ASSIS, CEI",-23.696035,-46.65753
ESCOLA PROJETO KIDS,-23.656339,-46.692634
CRE SER,-23.649286,-46.671859
"SANTA CLARA DE ASSIS, CEI",-23.68262,-46.653298
PRINCIPIO CENTRO EDUC.,-23.588385,-46.621686
TANGRAM,-23.670037,-46.658921
MANTO AZUL,-23.668881,-46.662958
CORACAO DE MAE,-23.670017,-46.670145
CENTRO EDUCACIONAL RIBEIRO JUNIOR,-23.644201,-46.650986
MDLD-AMIGOS UNIDOS VENCEREMOS - UN II,-23.667468,-46.657679
PLANETA COLORIDO,-23.6048,-46.64741
BRILHO DO SOL,-23.674269,-46.644618
THEREZINHA PIMENTEL PUCCA,-23.665681,-46.658915
ESTRELINHA MAGICA,-23.667429,-46.659326
CAMINHANDO PARA O FUTURO III,-23.685592,-46.638816
ELEFANTINHO AZUL,-23.647189,-46.643341
PARQUE DA ALEGRIA,-23.666848,-46.658291
CRI-ACAO II - ILHA BELA,-23.693185,-46.674025
TEDDYHAUS,-23.644603,-46.698744
PASSINHO FELIZ,-23.671582,-46.680853
CANTINHO DOS MIMOS,-23.685159,-46.67381
"PIO, PE",-23.709876,-46.639363
BOM SONINHO,-23.642824,-46.649656
"MARIA HELENA RIBEIRO DE CASTRO, CEI",-23.67165,-46.642165
PRIMEIROS PASSOS,-23.640236,-46.669486
MARIA DE LOURDES COSTA,-23.681098,-46.650063
"TALES DE MILETO, ESCOLA E BERCARIO",-23.67314,-46.681816
ALEGRIA DO SABER,-23.665742,-46.656822
INTERAGIR,-23.63539,-46.698573
LUDUS EDUCERE,-23.640378,-46.665544
TERNURINHA,-23.681243,-46.66756
HOTELZINHO BEIJA FLOR AMARELO,-23.670885,-46.668953
PUERI REGNUM,-23.622195,-46.68269
PROJETO KIDS II,-23.656224,-46.692666
ACQUARELLA BABY,-23.639905,-46.711706
FLORESTA ENCANTADA,-23.647828,-46.646794
"TURMA DA BAGUNCA, E. E. I.",-23.672791,-46.681266
MDLD CANTINHO DOS ANJOS,-23.688047,-46.634617
ESCOLA FADELITO,-23.64829,-46.70073
"BABY VILLAGE, B. E. E. I.",-23.631462,-46.698496
ESCOLA FADELITO,-23.634282,-46.679495
"GAROUPAS, ATELIE DE EDUC INF",-23.701091,-46.650156
"GRAMADO, E. E. I.",-23.656826,-46.693654
"ANTONIO CARLOS VIDEIRA, COMENDADOR",-23.680915,-46.649901
DOCE INFANCIA B. E. I.,-23.644339,-46.668096
SIGERMAN E. E. I,-23.647624,-46.637685
JARDIM DA MARIA EUGENIA,-23.650074,-46.670074
CARMEN RODRIGUES,-23.669942,-46.640399
"MADU KIDS, E.E.I.",-23.640485,-46.695871
EMILIO ANTONIO DE CARVALHO,-23.672993,-46.645083
ABRACO,-23.636842,-46.677818
JARDIM DAS BORBOLETAS,-23.653377,-46.671291
COLEGIO ITATIAIA,-23.61822,-46.674305
TRA-LA-LA,-23.693358,-46.635802
MULTI KIDS,-23.649587,-46.667199
SAGRADO CORACAO DE JESUS,-23.659956,-46.640943
QUERUBIMM,-23.626266,-46.671445
"BCB, E.E.I.",-23.62696,-46.673543
PHANTASIALAND CRECHE ED INFANTIL,-23.628061,-46.693136
"PETUTINHO, E.R.I.",-23.683976,-46.661629
"AGOSTINA, IRMA",-23.709432,-46.654094
BRILHO DO SOL III,-23.655724,-46.664044
ALEGRIA,-23.668191,-46.658916
MONT SINAI I,-23.71406,-46.652162
FLOR DA VIDA,-23.635928,-46.699546
"IMPERIO DAS LETRAS, B.E.I.",-23.675165,-46.688579
HENRIQUE FERNANDES,-23.668755,-46.658719
BRILHO DO SOL II,-23.672096,-46.649413
CONDE LUIZ ZUNTA,-23.669893,-46.64526
MONT SINAI III,-23.714162,-46.651991
"CASA DO SABER, B.E.I.",-23.658483,-46.692451
DADA BABY,-23.639821,-46.645557
MASCOTE II,-23.667244,-46.66775
FRATERNO E.I.,-23.660048,-46.698039
ALGODAO DOCE,-23.653019,-46.635911
LOURDINHA PINHEIRO,-23.680669,-46.654128
VOVO MIRA,-23.648226,-46.665669
VENHA CONOSCO IV,-23.676415,-46.643074
VERA ALVARENGA,-23.645825,-46.636651
BUSCANDO HORIZONTES,-23.670137,-46.673372
VIVER MELHOR,-23.681877,-46.655816
"DI STEFANO, COLEGIO",-23.633529,-46.696629
E.E.I.SABIDINHO,-23.69157,-46.661425
"QUIRON, COLEGIO",-23.647538,-46.682061
"MIMAR,E.E.I.",-23.660808,-46.658551
"POR DO SOL, E.E.I.",-23.632907,-46.698807
BRILHO DO SOL V,-23.668099,-46.654998
"CASA AMARELA,BERCARIO E ATELIE",-23.668014,-46.659404
CAMINHAR COM AMOR - UNIDADE I,-23.670488,-46.649747
IRANI DA SILVA LUZIA,-23.673767,-46.644564
BRILHO DO SOL IV,-23.674237,-46.644714
MARIA DE LOURDES GOULART,-23.698715,-46.639151
PRO REI V ELDORADO,-23.715005,-46.628314
MARIO CELESTINO TEIXEIRA,-23.689427,-46.674352
TIO BUBE,-23.651099,-46.657329
TIA LILA,-23.673667,-46.650458
CANTINHO DA FABIANA,-23.676811,-46.638955
VAGALUMES,-23.701926,-46.635981
JORGINHO,-23.662994,-46.644508
RECANTO INFANTIL ASAFE,-23.70208,-46.641495
SENSES MONTESSORI SCHOOL,-23.621567,-46.682368
ARCO-IRIS,-23.678329,-46.638265
LOURDINHA PINHEIRO II,-23.687737,-46.675046
PROGRAMA ASSISTENCIAL LUZ E LAPIS,-23.660194,-46.707733
"JUNIORS, R.I.",-23.68143,-46.68177
VERA ALVARENGA II,-23.647369,-46.660281
CRE SER II,-23.672361,-46.638148
ELOYSE RODRIGUES,-23.709307,-46.657117
BUSCANDO HORIZONTES II,-23.67049,-46.672976
LUZ DO SABER - II,-23.680041,-46.679714
VITORINO GOULART,-23.697665,-46.659744
ISABELA,-23.671572,-46.650948
ELOI DUTRA,-23.709043,-46.659084
JOAO E MARIA,-23.703046,-46.631381
ALICE NO PAIS DAS MARAVILHAS - I,-23.68003,-46.646484
ALICE NO PAIS DAS MARAVILHAS - II,-23.679746,-46.655133
ESTRELINHAS,-23.701528,-46.635996
"PEQUENO EINSTEIN, COLEGIO",-23.640562,-46.643686
"PITANGATU, ESCOLA",-23.622607,-46.68085
"ESCOLA LENDAS E PARLENDAS, E.I.",-23.616202,-46.676098
ESCOLA POR PRINCIPIOS FRUTOS DO SABER,-23.686015,-46.67635
BERCARIO FRUTO DA VIDA,-23.634937,-46.699604
NOSSAS CRIANCAS - III,-23.713938,-46.623205
BENEDICTA RAMOS CARUSO,-23.714324,-46.651828
COLLEGIUM AGAPE,-23.658902,-46.671251
JARDIM DE ROSAS,-23.69903,-46.630574
OH HAPPY DAY KIDS,-23.64061,-46.635603
ABAYOMI,-23.683006,-46.652223
SAKURA,-23.711136,-46.631585
PASSOS DO FUTURO,-23.684364,-46.637741
LOURDINHA PINHEIRO III,-23.682243,-46.653134
SANTO EUGENIO DE MAZENOD,-23.671612,-46.64044
CRI ACAO IV - BORBOLETA,-23.667439,-46.692558
CRI ACAO III - ACQUARELA,-23.676395,-46.687105
GOVERNADOR MARIO COVAS,-23.689956,-46.662419
NAIR TADIELLO GRACIOSO,-23.691763,-46.648813
YVONE BOTROS GOMES DOS SANTOS,-23.612597,-46.676421
"EDUCARTE,E.B.",-23.668974,-46.67755
LORENA RODRIGUES,-23.708648,-46.65798
MDLD DOCE INFANCIA,-23.677077,-46.655106
"COLORIDO BEIJA-FLOR, E.E.I.",-23.627367,-46.693685
"VITORIA, COLEGIO",-23.657863,-46.674803
PARQUE COLORIDO,-23.698883,-46.638256
VERA ALVARENGA III,-23.704123,-46.641853
ABAYOMI II,-23.683207,-46.652854
SOL FELIZ,-23.714152,-46.633607
BRINCAR,-23.678202,-46.644444
LOURDINHA PINHEIRO IV,-23.681663,-46.654068
LOURDINHA PINHEIRO V,-23.677984,-46.664412
VIVER MELHOR II,-23.682609,-46.653586
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNID XII,-23.664744,-46.643226
LUIZ CAMELO,-23.678652,-46.647937
ELOYSE II,-23.712189,-46.660797
ESTERLITA,-23.679908,-46.680276
HELENA IRACY JUNQUEIRA,-23.65716,-46.638125
"MARIA MARGARIDA RODRIGUES DE OLIVEIRA, PROFA",-23.66403,-46.666117
JARDIM LUSO,-23.68804,-46.636214
"JOSE SALVADOR JULIANELLI, DEP.",-23.626686,-46.680962
ONADYR MARCONDES,-23.679117,-46.666712
"MARIA DO CARMO PAZOS FERNANDEZ - MADU, PROFA.",-23.687273,-46.684753
O PEQUENO SEAREIRO,-23.64661,-46.650698
"RAUL TABAJARA VIDIGAL LEITAO, VER.",-23.65882,-46.650326
"RUBENS GRANJA, VER.",-23.679107,-46.643736
ANGELA MARIA FERNANDES,-23.671782,-46.636717
PALMIRA DOS SANTOS ABRANTE,-23.680496,-46.636379
VILA ERNESTINA,-23.670093,-46.68181
VILA IMPERIO,-23.672819,-46.655782
DOMINGOS  RUFINO DE SOUZA,-23.651512,-46.653679
VILA MISSIONARIA,-23.68887,-46.649177
BALNEARIO MAR PAULISTA,-23.696239,-46.663161
CELESTINA STEWARD,-23.628689,-46.66932
CRUZ DE MALTA,-23.639641,-46.653186
LUCILA DE SOUZA EGYDIO ,-23.637213,-46.661069
JARDIM PALMARES,-23.689642,-46.676443
VILA INGLESA,-23.663592,-46.674015
"LUIS DE OLIVEIRA DUARTE, DR",-23.680393,-46.637664
BEM TE VI,-23.642941,-46.641934
MUNIR ABBUD,-23.661883,-46.653942
MARIA APARECIDA JERONIMO,-23.637578,-46.639939
JABAQUARA,-23.631067,-46.643927
MARIA ESTEFANO MALUF,-23.694011,-46.655531
PARQUE DOROTEIA,-23.701388,-46.640712
"MIGUEL FRANCHINI NETO, VER.",-23.694061,-46.667071
SANTA CATARINA II,-23.655811,-46.641215
ALVARENGA,-23.704976,-46.644493
MASCOTE,-23.648525,-46.664595
PEDREIRA,-23.696931,-46.669198
SANTA TEREZINHA,-23.698613,-46.639126
"RICHARD HERNAN MUNOZ CONTRERAS, PE.",-23.691669,-46.643042
CARROSSEL ENCANTADO,-23.677065,-46.663206
CAMINHO DO MAR,-23.668252,-46.635428
CENTRO DE CONVIVENCIA ITATINGA,-23.69401,-46.640438
SANTO AMARO,-23.650029,-46.709177
LYDIA DOS SANTOS CARRANO,-23.653184,-46.646851
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNIDADE XI,-23.662922,-46.64786
VOVO PAULINA,-23.644294,-46.648652
TEREZA ARAGAO,-23.645467,-46.653693
AME II,-23.657076,-46.635227
CPDDH FREI TITO DE ALENCAR LIMA UNID IV SA,-23.680774,-46.638563
CPDDH FREI TITO DE ALENCAR LIMA UNID V SA,-23.669869,-46.64658
ASS VIVER MELHOR DO JARDIM MIRIAM UNID I AD,-23.688491,-46.65026
CENTRO COMUN JD AUTODROMO UNID I SA,-23.699097,-46.641682
CENTRO COMUN JD AUTODROMO UNID III SA,-23.708818,-46.655435
ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABERTO UNID I SA,-23.681948,-46.635919
SOCIEDADE DE AMPARO FRATERNO CASA DO CAMINHO UNID I SA,-23.66498,-46.646456
SAO PAULO WOMANS CLUB- CLUBE PAULISTANO DE SENHORAS,-23.684311,-46.647022
CIPS - CENTRO INTEGRADO DE PROMOCAO SOCIAL,-23.701881,-46.641338
ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABERTO,-23.672887,-46.635157
ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABERTO,-23.67955,-46.636539
OBRAS SOCIAIS SAO FRANCISCO XAVIER - MOVA,-23.689892,-46.648087
CENTRO COMUNITARIO JARDIM AUTODROMO,-23.686528,-46.656055
ASSOCIACAO CONQUISTANDO UM ESPACO I,-23.650644,-46.652954
ASSOCIACAO CONQUISTANDO UM ESPACO II,-23.652695,-46.651935
ASSOCIACAO CONQUISTANDO UM ESPACO III,-23.644552,-46.67059
ASSOCIACAO CONQUISTANDO UM ESPACO IV,-23.70637,-46.648411
ASSOCIACAO CONQUISTANDO UM ESPACO V,-23.653545,-46.646885
CENTRO COMUNITARIO JD AUTODROMO,-23.691803,-46.663134
CENTRO COMUNITARIO JD AUTODROMO,-23.701274,-46.643234
CENTRO COMUNITARIO JD AUTODROMO,-23.700127,-46.648857
CENTRO DE CONVIVENCIA ITATINGA,-23.693317,-46.635622
ENTIDADE DE PROMOCAO E ASSISTENCIA SOCIAL ESPACO ABERTO,-23.693006,-46.669734
ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABERTO UN GAROUPAS,-23.700091,-46.648866
"CELIA CAMARGO PENTEADO ELIAS, PROFA.",-23.629017,-46.47558
HENRIQUE SOUZA FILHO - HENFIL,-23.598559,-46.423164
EDER SADER,-23.617291,-46.493786
BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA,-23.589161,-46.51229
"HENRIQUE RICCHETTI, PROF.",-23.612132,-46.464317
JULIO DE GRAMMONT,-23.631709,-46.457293
RUBENS PAIVA,-23.606662,-46.518806
"MARIA DE LOURDES COUTINHO TORRES, DA.",-23.620439,-46.462272
ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM - TOM JOBIM ,-23.618891,-46.504406
"CARLOS CORREA MASCARO, PROF.",-23.604571,-46.444959
"ADALBERTO PANZAN, DR.",-23.605331,-46.435008
"MARIA CECILIA DEZAN ROCHA, PROFA.",-23.595259,-46.508676
FRANCISCO ADAUTO RODRIGUES,-23.599555,-46.448377
THEREZA MACIEL DE PAULA PROFA.,-23.630846,-46.443374
JARDIM DAS LARANJEIRAS,-23.605043,-46.435664
"MARIA APARECIDA VILASBOAS, PROFA.",-23.639636,-46.446497
FAZENDA DA JUTA,-23.621948,-46.485373
CONJ. HABITACIONAL SAO FRANCISCO,-23.631483,-46.456736
ALFREDO VOLPI,-23.617601,-46.485878
"GIUSEPPE TAVOLARO, PROF",-23.613483,-46.489323
APARECIDA CANDIDA DOS SANTOS DE JESUS - DONA CIDICA,-23.613513,-46.489987
"CANDIDA DORA PINO PRETINI, PROFA",-23.620144,-46.45655
SAO MATEUS,-23.603501,-46.449181
ROSA DA CHINA,-23.621567,-46.500775
JARDIM IMPERADOR,-23.588578,-46.502697
JARDIM DA CONQUISTA II,-23.608404,-46.447406
MANOEL DE ALVARENGA FREIRE JUNIOR PROF,-23.632458,-46.448212
"ERIKA DE SOUZA BRITO MATOS, PROFA.",-23.609804,-46.494006
"ROQUE SPENCER MACIEL DE BARROS, PROF.",-23.620144,-46.45655
TATIANA BELINKY,-23.609804,-46.494006
ALTO ALEGRE,-23.609738,-46.426886
ALTO ALEGRE,-23.609738,-46.426886
"VIRGINIA LORISA ZEITOUNIAN CAMARGO, PROFA",-23.608818,-46.463206
PARQUE BOA ESPERANCA II,-23.60491,-46.451662
MARTIN LUTHER KING JR,-23.595238,-46.419237
JARDIM PREMIANO,-23.595232,-46.419083
BARTOLOMEU CAMPOS DE QUEIROS,-23.601954,-46.503092
"JOSE CARLOS NICOLETO - ZITO, PROFESSOR",-23.631023,-46.457213
"PAULA CRISTINA RODRIGUES, PROFA",-23.634128,-46.440981
ACLAMADO,-23.602469,-46.449018
"WLADIMIR DE TOLEDO PIZA,PREF.",-23.614551,-46.416743
IGUATEMI,-23.612734,-46.423118
"DIRCE GENESIO DOS SANTOS, PROFA",-23.598677,-46.442445
"RUMI OIKAWA, PROFA",-23.640003,-46.446228
"MARIA LISBOA DA SILVA, PROFA",-23.603501,-46.449181
PACHECO GATO,-23.588091,-46.489409
PESTALOZZI,-23.596133,-46.442033
FELIPE DOLIVEIRA,-23.602013,-46.453646
JESUINA NUNES BARBOSA,-23.607867,-46.476082
CECILIA MEIRELLES,-23.589321,-46.486667
ELIS REGINA,-23.611117,-46.479426
"JOSE VICENTE DA CUNHA, PROF.",-23.591116,-46.499705
ORIGENES LESSA,-23.591121,-46.526495
BENJAMIN CONSTANT,-23.603859,-46.513967
JOSE CLEMENTE PEREIRA,-23.611404,-46.509527
VICENTE DE CARVALHO,-23.610152,-46.493197
ATAULFO ALVES,-23.616995,-46.480483
MARIO DE ANDRADE,-23.619092,-46.473471
"VITAL BRAZIL, DR.",-23.627545,-46.462552
"ANTONIA DE OLIVEIRA MOTA DE ARAUJO, PROFA.",-23.622443,-46.457967
MANOEL FIEL FILHO,-23.624858,-46.469605
ADEVALDO DE MORAES,-23.601846,-46.498323
"CARLOS HUMBERTO VOLPON, PROF.",-23.617561,-46.496496
"ARLINDO CAETANO FILHO, PROF.",-23.615571,-46.510166
CLOVIS BEVILACQUA,-23.598262,-46.515676
CHIQUINHA GONZAGA,-23.604965,-46.500952
NINI DUARTE,-23.608769,-46.502154
CARMEM MIRANDA,-23.63148,-46.443251
JOSE MAURO DE VASCONCELOS,-23.599573,-46.49065
"FELICIO PAGLIUSO, PROF.",-23.596295,-46.441596
JOAQUIM OSORIO DUQUE ESTRADA,-23.599475,-46.447692
COELHO NETO,-23.598777,-46.453876
PLINIO DE QUEIROZ,-23.602102,-46.453208
JOSE MARIA WHITAKER,-23.611316,-46.464997
RODRIGO MELLO FRANCO DE ANDRADE,-23.605466,-46.471567
"RIVADAVIA MARQUES JUNIOR, PROF.",-23.588803,-46.486101
"ACHILLES DE OLIVEIRA RIBEIRO, DES.",-23.589523,-46.497903
JOSE LINS DO REGO,-23.587653,-46.492467
"HENRIQUE MELEGA, PROF.",-23.589905,-46.526049
EMILIO RIBAS,-23.601469,-46.517058
"FLORES DA CUNHA, DEP.",-23.595981,-46.515024
ARMANDO DE SALLES OLIVEIRA,-23.609392,-46.51245
BRASILIO MACHADO NETO,-23.613113,-46.508092
HERALDO BARBUY,-23.616763,-46.5029
VINICIUS DE MORAES,-23.598948,-46.498352
RODRIGUES DE CARVALHO,-23.616884,-46.496421
OLIVAL COSTA,-23.610661,-46.493535
CLAUDIO MANOEL DA COSTA,-23.626997,-46.462703
ALCEU AMOROSO LIMA,-23.621142,-46.457605
CIDADE DE OSAKA,-23.623774,-46.471322
"GREGORIO WESTRUPP, PE.",-23.604612,-46.506202
"IVETE VARGAS, DEP.",-23.604612,-46.500419
"VILANOVA ARTIGAS, ARQ.",-23.599667,-46.509521
PAULO DUARTE,-23.609476,-46.501606
DANTON CASTILHO CABRAL,-23.607429,-46.516915
"DOMINGOS RUBINO, PROF.",-23.621567,-46.500775
CHARLES CHAPLIN,-23.605457,-46.506492
"BENEDITO MONTENEGRO, PROF.",-23.595073,-46.447242
RACHEL MESQUITA DE SALLES OLIVEIRA,-23.609663,-46.512814
"AMELIA, IMP. DA.",-23.612801,-46.485137
FORTE DOS REIS MAGOS,-23.622679,-46.460849
CENTRO INT ED JOVENS E ADULTOS - IGUATEMI I,-23.594456,-46.448574
CENTRO INT ED JOVENS E ADULTOS - VILA PRUDENTE/SAPOPEMBA,-23.617179,-46.496437
"MARLUCIA GONCALVES DE ABREU, PROFESSORA",-23.597486,-46.486546
DIVINEIA,-23.602295,-46.483332
NOSSA SENHORA DA PROVIDENCIA,-23.626008,-46.446645
PAROQUIA SAO MATEUS APOSTOLO,-23.600014,-46.482067
SANTA RITA DE CASSIA,-23.632649,-46.441131
TABOR,-23.597262,-46.459051
ASSOC UNIAO DA JUTA,-23.615115,-46.487224
DANIEL COMBONI I,-23.621852,-46.494161
SANTO ANTONIO,-23.592645,-46.519789
SANTA ANGELA,-23.615897,-46.515097
SAO ROBERTO,-23.616713,-46.50345
COMUNIDADE FELIZ CRECHE,-23.610232,-46.500031
PERSEVERANCA VIII,-23.619768,-46.471275
CENTRO EDUCACIONAL MADRE THERESIA,-23.632421,-46.461488
NOSSA SENHORA DE FATIMA,-23.602874,-46.483326
"SONIA MARIA SILVESTRINI DE OLIVEIRA, PROFA",-23.629479,-46.462043
"O REI LEAO, RECANTO INFANTIL",-23.627069,-46.462249
PASSO A PASSO,-23.594302,-46.515996
HANNAH,-23.606007,-46.472398
GOTA DE ESPERANCA VI,-23.61283,-46.468374
SOL DO MEIO DIA,-23.614301,-46.449254
EDUCADORES EM FOCO,-23.594047,-46.489978
ESTRELA DALVA,-23.610819,-46.466177
PASSO A PASSO II,-23.622914,-46.477534
ANUNCIACAO FERREIRA,-23.598877,-46.483898
NOVA ISRAEL,-23.619482,-46.502877
ROKINHO,-23.588539,-46.521191
FONTE DOS SONHOS,-23.597443,-46.531945
PRINCESA LORENA,-23.624515,-46.471532
IGUATEMI,-23.599284,-46.440527
HAVILAH,-23.605288,-46.471885
GALPAO ATRIA - LIMOEIRO I,-23.622887,-46.414495
SOL NASCENTE,-23.590625,-46.480888
CEAR PROXIMOS PASSOS JARDIM SATELITE,-23.612137,-46.462757
NOVO AMANHECER,-23.604085,-46.473248
GOTA DE ESPERANCA I,-23.594732,-46.51875
BIELZINHO I,-23.592568,-46.487421
FILADELFIA,-23.60059,-46.455441
FILHOS DE BETEL ACAM,-23.580163,-46.498159
ALERTA CRIANCA,-23.610085,-46.465163
BRILHO DO SOL,-23.614883,-46.427941
PEQUENINOS DO AMANHECER,-23.601366,-46.455079
ANUNCIACAO FERREIRA II,-23.609387,-46.42618
AQUARELA DO SABER,-23.63122,-46.461794
CRIANCA FELIZ,-23.615032,-46.43213
SAGRADA FAMILIA,-23.596487,-46.439664
VICTORIA,-23.603688,-46.444412
MUNDO ENCANTADO,-23.592094,-46.487402
SEMENTINHA DO APRENDER,-23.614929,-46.417812
"ALFA, N.R.I.",-23.608765,-46.519816
MARANATA,-23.593446,-46.441435
"TOQUE DE AMOR, B.E.E.I.",-23.613145,-46.470598
NOVA GERACAO,-23.600722,-46.438618
"NOVO MILENIO, COLEGIO",-23.614685,-46.494677
PASSO A PASSO III,-23.633161,-46.441704
JESUS REI II,-23.619834,-46.494005
PEQUENOS DA AMERICA,-23.595186,-46.483549
NOVO HORIZONTE,-23.613103,-46.506407
PRINCESA LIVIA,-23.608953,-46.469041
NOVA BRASILIA,-23.59735,-46.508349
JARDIM MAGICO,-23.606895,-46.478419
PINGUINHO,-23.610281,-46.467219
MUNDO COLORIDO,-23.584521,-46.499074
CRESCENDO PARA BRILHAR,-23.610725,-46.470733
GOTA DE ESPERANCA III,-23.609163,-46.432142
GOTA DE ESPERANCA V,-23.621839,-46.464462
JOANA ALVES,-23.617478,-46.422165
"PIRIM PLIN PLIN, E.E.I.",-23.597368,-46.528285
BEM ME QUER,-23.611635,-46.471106
JEOVA RAFA III,-23.590102,-46.505215
RAIO DE LUZ,-23.586358,-46.530488
AMANHECER,-23.629876,-46.470156
EMANUEL,-23.601451,-46.442783
FILHOS DE BETEL II,-23.608669,-46.476774
NOAH,-23.597554,-46.481794
BENJAMIM I ,-23.582875,-46.493972
AFAMA BABY,-23.596979,-46.532643
MARIA FLOR,-23.60229,-46.483577
MARANATA II,-23.630677,-46.467243
SOL DO MEIO DIA II,-23.609821,-46.45129
ANA ELISABETH,-23.598199,-46.440814
JEOVA RAFA II,-23.612705,-46.450878
ARCO IRIS ENCANTADO,-23.605944,-46.430887
QUINTAL DO BRINCAR,-23.626243,-46.444683
MATERNA,-23.598843,-46.511975
JEOVA NISSI,-23.604998,-46.514718
PEDACINHO DO CEU,-23.606101,-46.477189
SANTA DULCE DOS POBRES,-23.592025,-46.491118
VIDA ENCANTADA,-23.597379,-46.497071
MUNDO DA FELICIDADE,-23.617623,-46.472787
PEQUENOS GENIOS,-23.588632,-46.520292
GOTA DE ESPERANCA IV,-23.597304,-46.488791
CANTINHO MAGICO,-23.601397,-46.453294
DENTE DE LEITE,-23.608036,-46.460098
AURORA BOREAL,-23.626748,-46.447194
ESPERANCA E VIDA,-23.607873,-46.485695
RAIO DE SOL,-23.606204,-46.513375
LADY DAY,-23.584987,-46.495607
"DOM HENRIQUE, I.E.",-23.608251,-46.523013
JOIAS RARAS,-23.588657,-46.49876
NOSSA SENHORA MAGLAC,-23.634623,-46.445105
CRESCENDO COM ATITUDE,-23.621467,-46.511235
APRENDENDO BRINCANDO,-23.595851,-46.451146
GUSTAVINHO,-23.598247,-46.472357
LEAO DE JUDA,-23.609035,-46.462791
REINO ENCANTADO GEGE,-23.613225,-46.473835
ANDRE DE ALMEIDA,-23.595253,-46.47734
CONSTRUINDO SONHOS,-23.58807,-46.494939
"GUIVARA EIRELI-ME, E.E.I.",-23.629268,-46.443691
