nomesc,latitude,longitude
CENTRO DE EDUCACAO DA ZONA LESTE,-23.507027,-46.530996
SAJVA - SOC AMIGOS DO JD VERONICA E ADJACENCIAS,-23.490153,-46.49003
CEDUCASTHI - CONS EDUC CULT E ACAO SOCIAL THIAGO DE JESUS,-23.480593,-46.494712
CENTRO DE EDUCACAO ZONA LESTE,-23.540806,-46.499996
"CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI",-23.49475,-46.506427
"CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI",-23.546058,-46.61457
"CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI",-23.530805,-46.527308
"CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI",-23.495776,-46.501526
"VERA LUCIA APARECIDA RIBEIRO, PROFA.",-23.486142,-46.733901
"CLEMENTE SEGUNDO PINHO, PROF.",-23.444008,-46.750245
"MARIA DO CARMO GODOY RAMOS, PROFA.",-23.489533,-46.756681
RODOLFO TREVISAN,-23.519917,-46.741859
RAUL POMPEIA,-23.433769,-46.713867
"IRENE GARCIA COSTA DE SOUZA, PROFA. DRA.",-23.451038,-46.758412
"ALDO RIBEIRO LUZ, PROF.",-23.451604,-46.75273
"ERNESTO DE MORAES LEME, PROF.",-23.444016,-46.746385
"MARIA DAILCE MONTEIRO DA SILVA GOMES, PROFA.",-23.434268,-46.752071
ERNANI SILVA BRUNO,-23.446483,-46.709184
FERNANDO GRACIOSO,-23.409605,-46.760413
GUIOMAR CABRAL,-23.482051,-46.725689
"ALICE FEITOSA, DA.",-23.40989,-46.739773
ANTONIO MUNHOZ BONILHA,-23.468115,-46.721425
"JAIRO DE ALMEIDA, PROF.",-23.409972,-46.750663
"JOSE KAUFFMANN , DR.",-23.439934,-46.732765
JULIO ALVES PEREIRA,-23.452962,-46.746167
JARDIM FELICIDADE,-23.491888,-46.727748
JARDIM MONTE BELO,-23.444422,-46.800494
"ANTONIETA DE BARROS, PROFA",-23.441824,-46.733253
"REMO RINALDI NADDEO, PROF.",-23.432489,-46.794255
RECANTO DOS HUMILDES,-23.417754,-46.748369
JARDIM MONTE BELO,-23.444254,-46.800671
"ENZO ANTONIO SILVESTRIN, PROF",-23.443038,-46.720664
MARIO LAGO,-23.449415,-46.708067
"MILENA BENEDICTO, PROFA",-23.438592,-46.78879
"JOSUE DE CASTRO, PROF",-23.507711,-46.758754
EDGARD CARONE,-23.433445,-46.790857
"JOAO PAULO II, PAPA",-23.434387,-46.735605
ZELIA GATTAI,-23.437011,-46.7362
PERA MARMELO,-23.436432,-46.750336
PERUS,-23.406141,-46.751974
VILA ATLANTICA,-23.480865,-46.762501
PERA MARMELO,-23.436432,-46.750336
VILA ATLANTICA,-23.48087,-46.762501
JARDIM DA CONQUISTA,-23.413398,-46.750009
"PHILO GONCALVES DOS SANTOS, PROFA",-23.400839,-46.744995
CITY JARAGUA IV,-23.437489,-46.736612
JAGUARE,-23.544773,-46.75152
JORGE AMADO,-23.406065,-46.751663
ESTRADA TURISTICA DO JARAGUA,-23.472497,-46.755197
JARDIM DA CONQUISTA,-23.41344,-46.75042
"MARILI DIAS, PROFA",-23.440785,-46.807445
PARQUE ANHANGUERA,-23.439942,-46.787248
"VALTER PAULINO ESTEVAM, PROF. DR.",-23.43996,-46.787258
JAGUARE,-23.550444,-46.742363
JAGUARE,-23.550444,-46.742363
BADRA,-23.420404,-46.749206
"ELIANE BENUTE LESSA AYRES GONCALVES, PROFESSORA- NANY BENUTE",-23.435131,-46.719565
"MOISES ELIAS DE SOUZA, TTE.",-23.43488,-46.716675
"ALICE MEIRELLES REIS, PROFA",-23.440991,-46.717406
"ROGE FERREIRA, DEP.",-23.445479,-46.731179
RECANTO DOS HUMILDES I,-23.411758,-46.750553
"MARIA THEREZA FUMAGALLI, PROFA",-23.446324,-46.708913
MORRO DOCE,-23.433879,-46.791124
ESTACAO JARAGUA,-23.455955,-46.73763
"THAIS MOTTA DE OLIVEIRA E SILVA RODRIGUES, PROFA.",-23.444934,-46.715682
ESTRADA DO CORREDOR,-23.446628,-46.731449
PARQUE DAS NACOES I,-23.435833,-46.743888
CHACARA TURISTICA,-23.473434,-46.755221
PARADA DE TAIPAS,-23.433533,-46.712575
"ANTONIO RODRIGUES DE CAMPOS, PROF.",-23.428437,-46.728879
PINHEIRINHO DAGUA,-23.438098,-46.732201
CORETO DE TAIPAS,-23.447574,-46.714798
VILA SULINA,-23.445107,-46.785264
JEAN PIAGET,-23.530603,-46.712705
"LEOPOLDINA, DA.",-23.526633,-46.721606
"SARITA CAMARGO, PROFA.",-23.511743,-46.719715
"NEYDE GUZZI DE CHIACCHIO, PROFA.",-23.515847,-46.705366
RICARDO GONCALVES,-23.530173,-46.706451
"ANA MARIA POPPOVIC, PROFA.",-23.535404,-46.701493
NOEMIA IPPOLITO,-23.528322,-46.694947
SANTOS DUMONT,-23.530765,-46.679959
"OLGA CALIL MENAH, PROFA.",-23.494655,-46.713657
"OLGA MARIA GERMANO MARTINS DOMINGOS, PROFA.",-23.487895,-46.716846
"EUNICE DOS SANTOS, PROFA.",-23.479821,-46.719488
CONJ. RESIDENCIAL ELISIO TEIXEIRA LEITE,-23.445669,-46.716658
FERNANDO DE AZEVEDO,-23.450655,-46.729595
OLIVEIRA LIMA,-23.40809,-46.75336
PEROLA ELLIS BYINGTON,-23.471777,-46.752317
AFONSO SARDINHA,-23.485264,-46.73996
PAULO VI,-23.502985,-46.744142
ANTONIO RAPOSO TAVARES,-23.502972,-46.756915
PEDRO DE TOLEDO,-23.51361,-46.746595
CARMEN DA SILVA,-23.402577,-46.738751
"ESPIRIDIAO ROSAS, MAL.",-23.553271,-46.752882
DILERMANDO DIAS DOS SANTOS,-23.535874,-46.723799
"ANIBAL FREIRE, MIN.",-23.519911,-46.742328
"JOSE MARIA PINTO DUARTE, TTE.",-23.546166,-46.676247
MARIO KOSEL FILHO,-23.49444,-46.713138
MONTEIRO LOBATO,-23.489844,-46.717735
"GABRIEL PRESTES, PROF.",-23.48915,-46.726234
"LIBERATO BITTENCOURT, GEN.",-23.485386,-46.713093
"LEOPOLDINA, IMP.",-23.477457,-46.721384
"RENATO ANTONIO CHECCHIA, PROF.",-23.455217,-46.716877
"VICENTE DE PAULO DALE COUTINHO, GEN.",-23.434928,-46.718799
"LEONEL FRANCA, PE.",-23.438699,-46.728156
"LUIZ DAVID SOBRINHO, PROF.",-23.450993,-46.729542
JULIO DE OLIVEIRA,-23.402814,-46.73859
CANDIDO PORTINARI,-23.399614,-46.751673
PAULO PRADO,-23.429883,-46.792823
"HENRIQUE RAYMUNDO DYOTT FONTENELLE, BRIG.",-23.455974,-46.743286
"HENRIQUE GEISEL, GEN.",-23.489657,-46.756733
JAIRO RAMOS,-23.490156,-46.746813
RUI BLOEM,-23.496929,-46.749932
"AMADEU MENDES, PROF.",-23.499952,-46.737975
"EUCLIDES CUSTODIO DA SILVEIRA, DES.",-23.506663,-46.731357
"JOSE FERRAZ DE CAMPOS, PROF.",-23.513886,-46.746997
"GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO, PROF.",-23.495793,-46.739098
"SILVIO PORTUGAL, DES.",-23.486465,-46.734005
ANTONIO ALVES VERISSIMO,-23.434767,-46.751918
"CHARBONNEAU, PE.",-23.496467,-46.749997
EURIPEDES SIMOES DE PAULA,-23.47371,-46.709963
MARIA JOSE DUPRE,-23.429082,-46.795736
PERUS I,-23.407719,-46.759527
JARAGUA,-23.464809,-46.752477
DIMENSAO E.E.I.,-23.531152,-46.725411
BOUGAINVILLE ASSOCIACAO EDUCACIONAL,-23.532156,-46.719534
ENCONTRO - CENTRO INT. DE DESENV. INF.,-23.540181,-46.680739
GENTE INOCENTE - E.E.I.,-23.526744,-46.67539
HORA DE APRENDER - CENTRO EDUC.,-23.534037,-46.697969
NOSSA SENHORA DA ANUNCIACAO,-23.514169,-46.721588
"CLUBE DO MICKEY, INTITUICAO EDUCACIONAL",-23.529217,-46.672811
GATO XADREZ ESCOLA,-23.54038,-46.66891
RECANTO DOS SABIDINHOS E.E.I,-23.483348,-46.751976
CATAVENTO BERC. E RECR. INF.,-23.534891,-46.672569
MUNDO DA CRIANCA E.E.I.,-23.524689,-46.713046
"MUNDO MELHOR CENTRO EDUC,",-23.533418,-46.676049
CREARE BERCARIO E PRE ESCOLA,-23.524366,-46.731584
CATARINA KENTENICH CENTRO EDUCACIONAL CRECHE,-23.456952,-46.742879
FE E ALEGRIA,-23.432716,-46.724253
"SAO DOMINGOS, EDUCANDARIO",-23.515872,-46.751787
LUIS CARLOS ELO DE AMOR,-23.447447,-46.746535
SAO PAULO APOSTOLO,-23.43984,-46.711776
SAO PEDRINHO,-23.44018,-46.712188
SAO PEDRO,-23.435682,-46.715909
"SANTA LUZIA, C.E.",-23.539202,-46.742668
EXTERNATO JAGUARE,-23.545287,-46.751794
"CAMILA, ME. I",-23.551176,-46.755583
"CAMILA, ME. II",-23.554062,-46.753881
MMDC,-23.530511,-46.667439
"NOSSA SENHORA DE FATIMA, CRECHE",-23.550358,-46.678033
SANTA MARINA,-23.518697,-46.687566
NOSSA SENHORA DO ROSARIO,-23.534636,-46.688932
FILHOS DO REI,-23.532794,-46.67738
EMMANUEL,-23.478763,-46.724315
PRIMEIRO PASSO,-23.435724,-46.728628
"QUERO SER GRANDE, CENTRO DE RECREACAO INFANTIL",-23.549877,-46.748728
"DESCOBRINDO A VIDA, INSTITUTO EDUCACIONAL",-23.52497,-46.734867
"ESCOTEIRINHOS MIRIM, E.E.I.",-23.484377,-46.721098
MISERICORDIA I,-23.431964,-46.712892
REGINA SIMOES,-23.440691,-46.801216
AMIGUINHOS DE JESUS,-23.429524,-46.794917
CORA CORALINA,-23.436871,-46.728187
"LOUIS MARIE, IRMA",-23.435031,-46.715618
"DORINHA, TIA",-23.427295,-46.728789
ESPACO APRENDER,-23.523353,-46.730333
APOIO E CONVIVIO,-23.533992,-46.723946
PEQUENO FAVO DE MEL,-23.497266,-46.70967
INSTITUICAO EDUCACIONAL RECREACAO INFANTIL MONDRIAN,-23.533803,-46.724978
ANGLICANA JULIAN THOMAS - UN. III,-23.545719,-46.747213
GRANDE PRINCIPE,-23.410219,-46.754639
GABRIELA MISTRAL,-23.407647,-46.758409
RENOVACAO EDUCACAO INFANTIL,-23.495094,-46.722864
GUSTAVO DE SOUZA DORIGHELLO,-23.483036,-46.726301
ESPACO FLORESCER TIO PEPE,-23.50041,-46.734742
ESPACO HARMONIA,-23.534061,-46.726327
PEQUENO URSO,-23.5257,-46.733714
"FACO, CENTRO EDUCACIONAL",-23.492565,-46.711837
MISERICORDIA II,-23.431763,-46.711586
ALFA E OMEGA,-23.408554,-46.752796
CRIANDO HISTORIAS,-23.445848,-46.736604
RECANTO DO VIVER CARPE DIEN ,-23.525318,-46.688584
LUGAR DE CRIANCA,-23.53101,-46.689077
ESPACO CRESCER,-23.545709,-46.676923
CONCEICAO ROSA,-23.469372,-46.720721
"GARATUJA, I. E.",-23.53821,-46.676728
"ESPACO LUDICO, I. E.",-23.529932,-46.686136
"COLEGIO BELLATRIX, I. E. I.",-23.526583,-46.689858
PE COM PE,-23.408919,-46.737343
"A TURMA DA TIA NA BERCARIO E RECREACAO, I. E.",-23.53542,-46.685064
CHACARA INGLESA,-23.490178,-46.730669
CORRE COTIA,-23.403763,-46.762203
"GREEN KIDS SCHOOL, I. E.",-23.52994,-46.726536
SONHO ENCANTADO,-23.412091,-46.753223
QUERUBINS DA VITORIA II,-23.444304,-46.754485
"RELUZENTE, ESCOLA DE EDUCACAO INFANTIL",-23.511473,-46.747724
CIRANDA CIRANDINHA,-23.447694,-46.735771
MUNDO DOS SONHOS,-23.412271,-46.756171
"POR DO SOL, I. E. E.R. I.",-23.532297,-46.725744
CISNE ENCANTADO CEI,-23.431923,-46.719357
AGAPE,-23.45225,-46.737897
SANTANA,-23.522066,-46.745475
MARIA E JOSE,-23.469644,-46.71572
MARIA ANTONIA DE SOUZA,-23.431411,-46.721156
PINGO DE OURO,-23.407728,-46.757247
AMOR PERFEITO,-23.534006,-46.669431
PROJETO PARQUE I,-23.54297,-46.758916
PEQUENINO SONHADOR,-23.436721,-46.730959
JOAO PE DE FEIJAO,-23.410668,-46.754743
ALZIRA MENDES,-23.477518,-46.715509
PRIMEIRA ESTACAO,-23.480989,-46.725878
NOVA ESPERANCA,-23.47483,-46.754
JOSE JOAQUIM DE SANTANA,-23.482204,-46.759311
TIA SYLVINHA,-23.4385,-46.716433
VOVO JOAO ARLINDO,-23.492113,-46.72991
CRESCENDO E APRENDENDO,-23.459594,-46.74095
RAINHA DA PAZ,-23.439675,-46.793889
EVA LUIZA ROSA,-23.437853,-46.793524
ESTRELINHA DOURADA,-23.443282,-46.716653
CORACAO DE LEAO,-23.435278,-46.713908
"EDUCANDARIO MODELO, I.E.",-23.531484,-46.682985
"GRAOZINHO DE OURO, CEI",-23.414732,-46.75373
"NENO, PADRE",-23.432542,-46.720609
FAMILIA MISSAO,-23.439181,-46.792173
EDNA LOUREIRO,-23.498681,-46.740267
ALEGRIA DE SERVIR,-23.497658,-46.714871
LAR ESTRELA GUIA,-23.43609,-46.750823
ANALIA FRANCO,-23.402548,-46.750557
MARGARIDA BARROS HORTA,-23.47918,-46.759129
"LUZ DO SOL - BERCARIO E EDUCACO INFANTIL, I.E.",-23.532197,-46.716029
MARAJOARA,-23.552401,-46.752733
"EXPEDITO,SANTO",-23.486949,-46.718075
CANTINHO MAGICO,-23.455509,-46.732905
TOCA DO COELHO,-23.406115,-46.758227
BARRA MANTEIGA,-23.40424,-46.765869
FAMILIA MONTE BELO,-23.403196,-46.746811
EDUCAR BRINCANDO,-23.404176,-46.742636
NOSSA TURMA,-23.533969,-46.73473
SOLAR DO AMANHECER,-23.438489,-46.79055
EVA LUIZA ROSA II,-23.410765,-46.744222
DOCE INFANCIA,-23.447436,-46.796414
APRENDENDO COM ALEGRIA,-23.406037,-46.749609
MARIA DO CARMO,-23.436497,-46.771316
SONHO INFANTIL,-23.40555,-46.759129
ESTRELA DO MAR,-23.443519,-46.720551
AMARELINHA,-23.409223,-46.743579
AMOR DE INFANCIA,-23.4379,-46.714009
ALGODAO DOCE,-23.446179,-46.721154
CONSTRUINDO O FUTURO,-23.435693,-46.752111
JARDIM JARAGUA,-23.451475,-46.789514
4 IRMAOS,-23.511145,-46.745385
CORACAO VALENTE,-23.441441,-46.793817
NEWTON PRADO,-23.447861,-46.748478
MANOEL DE BARROS,-23.520974,-46.727434
"RODA VIVA, E.E.I.",-23.519543,-46.72635
CAMBALHOTA,-23.481161,-46.724827
MUNDO FELIZ,-23.525384,-46.690859
CECILIA MEIRELES,-23.405705,-46.766317
FELIPE NERI,-23.409518,-46.754293
IZABEL CAROLINA,-23.435073,-46.727534
NELSON MANDELA,-23.468583,-46.717873
SEGUNDA ESTACAO,-23.495869,-46.729218
VALE DO SOL,-23.448768,-46.710882
PALAVRA CANTADA,-23.44249,-46.719621
CONSTRUINDO O FUTURO II,-23.431186,-46.7881
CRIANDO SONHOS,-23.408814,-46.752948
BORBOLETAS DO AMANHA,-23.434322,-46.713188
ELOHIM ADONAI,-23.447954,-46.74327
LAR DE MARIA,-23.437843,-46.716663
DENTE DE LEITE,-23.47639,-46.726529
FAMILIA SIAO,-23.439985,-46.800422
FAMILIA JUDA,-23.437015,-46.805734
ANJO FELIZ,-23.544519,-46.74472
COLEGIO AFA,-23.469181,-46.720847
"GRAO DE CHAO II, E.E.I.",-23.530409,-46.675077
MARIO MARTINS,-23.445195,-46.714654
"CRESCER, E.E.I.B.",-23.490478,-46.749411
"ALEGRIA DE APRENDER, E.E.I.",-23.526099,-46.693738
"PERDIZES AGNUS DEI, ESCOLA",-23.535189,-46.684285
APRENDENDO A VIVER,-23.432943,-46.730349
JARDIM DOS ANJOS,-23.506603,-46.757027
FILHOS DA FE,-23.456767,-46.716432
"PACAEMBU, N.E.",-23.535293,-46.663571
SANTA CATARINA,-23.466294,-46.719642
"ALMANAQUE, N.I.",-23.528529,-46.706528
MENSAGEM DE PAZ,-23.439932,-46.719385
"ARTE DE SER, ASSOCIACAO EDUCACIONAL",-23.531264,-46.697611
NUCLEO DE EDUCACAO INFANTIL VIVER A VIDA,-23.529274,-46.702256
AQUARELA,-23.449188,-46.725143
ESCOLA BALUARTE,-23.504611,-46.736762
ASSOCIACAO ESCOLA CRISTA HONRA,-23.534804,-46.66329
LITTLE BEE BERCARIO E ED INF BILLINGUE,-23.532617,-46.727942
MUNDO IDEAL,-23.436179,-46.725317
CARINHO,-23.500871,-46.745316
ALEGRIA DO SABER,-23.451614,-46.750817
CANTINHO PINHEIRINHO D AGUA,-23.448641,-46.731225
GENTE INOCENTE,-23.471469,-46.743204
"SABER CRESCER, E.E.I.",-23.548895,-46.748895
"ESTACAO EDUCARE, E.E.I.",-23.507236,-46.734146
"INFANCIA E VIDA, INSTITUTO DE ENSINO",-23.530622,-46.705481
SABER AND FUN BILINGUAL SCHOOL,-23.530018,-46.715044
"BABY CLUB - CLUDE DO MICKEY BERCARIO, E.E.I.",-23.528483,-46.672777
BABY-BABIES BERCARIO,-23.490456,-46.730312
ESPACO EDUCARE,-23.525426,-46.707235
JARDIM MARISTELA,-23.489637,-46.75148
CARROSSEL,-23.543744,-46.745413
"JARDIM, E.E.I.",-23.524545,-46.730039
JARDIM DOS PEQUENINOS,-23.40759,-46.764941
BERNARDO MENDES,-23.47017,-46.718203
PEQUENO LUCCA,-23.530621,-46.694729
COMANDANTES DO FUTURO,-23.48243,-46.721547
ALECRIM DOURADO,-23.482757,-46.756573
ESTRELAS DO AMANHA,-23.550033,-46.746919
CANTINHO DA IMAGINACAO,-23.533027,-46.681242
LINDO SOL,-23.406075,-46.749895
SO FELICIDADE,-23.406694,-46.758726
JARDIM DAS BORBOLETAS,-23.401676,-46.748217
CANTINHO FELIZ,-23.553733,-46.745063
ESPACO DA CRIANCA II,-23.510289,-46.760624
ESPACO DA CRIANCA III,-23.480334,-46.74385
"CATATAU, E.E.I.",-23.540136,-46.697497
ALEGRIA DE APRENDER E CRIAR,-23.482388,-46.74731
"VIDA, E.E.I.B.",-23.503392,-46.749039
"DETA, COLEGIO",-23.496406,-46.736309
ANA ISABEL,-23.505948,-46.756806
BRUNA MIRANDA,-23.510489,-46.754394
AS CORES DA INFANCIA,-23.446145,-46.736553
UNIVERSIDADE DA CRIANCA,-23.440108,-46.794884
SEMEAR PARA O FUTURO,-23.554355,-46.752515
NOSSO ENCANTO,-23.510663,-46.747065
LE COM CRE,-23.447138,-46.738139
ACOLHENDO COM AMOR,-23.484959,-46.719826
EMMANUEL FILHO,-23.486245,-46.720897
"CALOVINI, E.E.I.",-23.48918,-46.72951
YUCCA E.E.I.,-23.529858,-46.711341
EDUCANDARIO MODELO III,-23.53234,-46.684945
"EDUCANDARIO MODELO, E.E.I.",-23.532619,-46.68538
SONHO DE INFANCIA,-23.408099,-46.755198
BENEDITO BUENO,-23.467772,-46.721359
ELISIO TEIXEIRA LEITE,-23.445572,-46.716336
"HOMERO DOMINGUES DA SILVA, VER.",-23.433185,-46.787117
"JACOB SALVADOR ZVEIBIL, VER.",-23.405364,-46.763699
JARDIM IPANEMA,-23.443594,-46.750724
JARDIM PANAMERICANO,-23.451814,-46.729786
JARDIM RINCAO,-23.438191,-46.728351
JARDIM RODRIGO,-23.42889,-46.72868
SHANGRI - LA,-23.425826,-46.725264
JARDIM TAIPAS,-23.433767,-46.714109
"LAERCIO CORTE, VER.",-23.48905,-46.75882
"MARIA JOSE VASCONCELOS MANKEL, PROFA.",-23.471413,-46.752254
MENINO JESUS,-23.479662,-46.719099
"RENATO ANTONIO CHECCHIA, VER",-23.537274,-46.728748
SOLEDAD BARRET VIEDMA,-23.409369,-46.740001
VILA PERUS,-23.410177,-46.756926
"MILTON ALMEIDA DOS SANTOS, PROF.",-23.439588,-46.73249
JAMIR DAGIR ,-23.535225,-46.701084
RECANTO DOS HUMILDES,-23.409477,-46.750933
CITY JARAGUA IV,-23.436996,-46.736631
PARQUE ANHANGUERA,-23.431971,-46.794435
ANIBAL DI FRANCIA,-23.511535,-46.686335
VILA PIAUI,-23.505569,-46.76333
VILA NOVA JAGUARE,-23.541694,-46.748971
SAO LUIZ MARIE DE MONTFORT,-23.446967,-46.721218
VILA ANGLO,-23.535319,-46.693058
VILA REGINA,-23.478453,-46.70776
CHAQUIBE FANDI KALIL,-23.473522,-46.714315
JARDIM MUTINGA,-23.487428,-46.752738
PARQUE MARIA DOMITILA,-23.492315,-46.742199
VILA LEOPOLDINA,-23.526659,-46.721538
JARDIM DAS ORQUIDEAS,-23.442033,-46.734866
SANTA MONICA,-23.480242,-46.748635
PERA MARMELO,-23.436432,-46.750336
PERUS,-23.406065,-46.751656
VILA ATLANTICA,-23.480865,-46.762501
VILA SAO JOAO,-23.449851,-46.737419
RAQUEL ZUMBANO ALTMAN,-23.485632,-46.735536
LAPA,-23.53046,-46.698648
SOL NASCENTE,-23.436774,-46.779039
PARQUE SAO DOMINGOS,-23.506976,-46.73154
PIQUERI - SAO FRANCISCO,-23.507083,-46.710766
JAGUARE,-23.556644,-46.749671
ESTRADA TURISTICA,-23.471406,-46.755816
MORADA DO SOL,-23.432881,-46.778881
PARQUE ANHANGUERA,-23.439951,-46.787258
JAGUARE,-23.550444,-46.742363
JARAGUA I,-23.443663,-46.73267
VILA CLARICE,-23.474483,-46.749709
PIRITUBA,-23.438229,-46.717283
ILHA DA JUVENTUDE,-23.44522,-46.708955
PARQUE DAS NACOES,-23.437453,-46.740194
PEQUENO PRINCIPE,-23.407487,-46.753744
SONHO NOSSO,-23.48234,-46.724595
LINDA INFANCIA,-23.429393,-46.713144
RECANTO FELIZ,-23.447527,-46.725486
PEDACINHO DO CEU,-23.450098,-46.730431
ESPADINHA DE OURO,-23.402745,-46.748563
PERUS I,-23.402518,-46.748079
MORRO DOCE,-23.430205,-46.793685
"CELY VELLOSO VIGNOLA, PROFESSORA",-23.442787,-46.752337
ARACY GOUVEA DE SOUZA,-23.435838,-46.740647
JARDIM IRIS,-23.50301,-46.72077
SOCIEDADE AMIGOS DO DISTRITO DE PERUS - UNIDADE II PR ,-23.405821,-46.757556
SOCIEDADE AMIGOS DO DISTRITO DE PERUS ,-23.594616,-46.706554
CAPES CENTRO ANHANGUERA DE PROMOCAO E EDUCACAO SOCIAL UNI IV,-23.545508,-46.698259
CAPES - CENTRO ANHAGUERA DE PROMOCAO E DUCACAO SOCIAL UNID I,-23.43172,-46.793852
CAPES - CENTRO ANHANGUERA DE PROMOCAO E EDUC SOC UNID II,-23.451161,-46.755077
CAPES - CENTRO ANHANGUERA DE PROM E EDUC SOC UNID III,-23.437299,-46.779214
SOCIEDADE AMIGOS DE PERUS - UNID. I,-23.7477,-46.759806
SOCIEDADE AMIGOS DE PERUS - UNID. IV,-23.503336,-46.741485
SOCIEDADE AMIGOS DE PERUS,-23.483713,-46.754226
CAPES CENTRO DE PROMOCAO E EDUC SOCIAL V,-23.444188,-46.801678
CAPES CENTRO ANHANGUERA DE PROM E EDUC SOCIAL,-23.444442,-46.797491
CAPES CENTRO ANHANGUERA DE PROM E EDUC SOCIAL VII,-23.410929,-46.764709
SOCIEDADE AMIGOS DO DISTRITO DE PERUS XIII,-23.448043,-46.797134
SOCIEDADE AMIGOS DO DISTRITO DE PERUS XIV,-23.449478,-46.748544
SOCIEDADE AMIGOS DO DISTRITO DE PERUS V,-23.475468,-46.715765
SOCIEDADE DOS AMIGOS DO DISTRITO DE PERUS VI,-23.45017,-46.731081
SOCIEDADE AMIGOS DO DISTRITO DE PERUS X,-23.433386,-46.77834
SOCIEDADE AMIGOS DO DISTRITO DE PERUS XI,-23.498434,-46.749686
SOCIEDADE AMIGOS DO DISTRITO DE PERUS SADIP XIII,-23.433456,-46.730594
SOCIEDADE AMGOS DO DISTRITO DE PERUS SADIP XVI,-23.437644,-46.727628
SOC AMIGOS DO DISTRITO DE PERUS - SADIP,-23.401223,-46.742245
SOC AMIGOS DO DISTRITO DE PERUS - SADIP,-23.40932,-46.73783
SOCIEDADE AMIGOS DO DISTRITO DE PERUS SADIP XVII,-23.47391,-46.72041
"SYLVIO HECK, ALM.",-23.688879,-46.658865
RAUL JOVIANO DO AMARAL,-23.702963,-46.636134
"JOAO DE SOUZA FERRAZ, PROF.",-23.689499,-46.675494
"MARIO SCHONBERG, PROF.",-23.690562,-46.650371
CARLOS AUGUSTO DE QUEIROZ ROCHA,-23.681579,-46.644957
"ELZA MAIA COSTA FREIRE, PROFA.",-23.673298,-46.658543
AYRTON SENNA DA SILVA,-23.678935,-46.635596
VIRGILIO TAVORA,-23.697492,-46.635327
PRESTES MAIA,-23.677047,-46.665417
ARTHUR BAPTISTA DA LUZ,-23.693966,-46.655398
"LILIANE VERZINI SILVA, PROFA",-23.690635,-46.638653
"ALDO DA TOFORI, PE",-23.70202,-46.639831
"PAULO GONCALO DOS SANTOS, PROF.",-23.704976,-46.644493
ALVARENGA,-23.704976,-46.644493
CAMINHO DO MAR,-23.668252,-46.635428
"JOSE REZENDE, PROF.",-23.668252,-46.635428
"ANA MARIA ALVES BENETTI, PROFA",-23.65227,-46.64581
"MARIA LUCIA DOS SANTOS, PROFA.",-23.676056,-46.663446
"AMELIA RODRIGUES DE OLIVEIRA, PROFA",-23.697701,-46.63151
"DORINA NOWILL, PROFESSORA",-23.673804,-46.6506
CIDADE ADEMAR II,-23.675443,-46.666386
CIDADE ADEMAR III,-23.680265,-46.654534
"ROSA MARIA DOGO DE RESENDE, PROFA",-23.689143,-46.672432
PEDREIRA I,-23.696269,-46.667352
JARDIM MARIA LUIZA,-23.681611,-46.667309
JARDIM AMERICANOPOLIS,-23.676997,-46.659257
VILA SANTA CATARINA,-23.656238,-46.659361
JARDIM APURA,-23.708876,-46.661684
SETE PRAIAS,-23.71279,-46.635588
GELOIRA DE CAMPOS,-23.627156,-46.681902
BORBA GATO,-23.650237,-46.708405
ANHANGUERA,-23.662108,-46.68634
FRANCISCO MANUEL DA SILVA,-23.677157,-46.686923
"CELSO FERREIRA DA SILVA, PROF.",-23.689082,-46.64882
"JOAO DE DEUS BUENO DOS REIS, DR.",-23.670666,-46.676179
CORA CORALINA,-23.665005,-46.672294
MACHADO DE ASSIS,-23.653479,-46.652822
CASIMIRO DE ABREU,-23.655485,-46.640883
"LEONOR MENDES DE BARROS, DA.",-23.646119,-46.637443
NEUSA MARIA ROSSI,-23.634309,-46.636563
LAUDO FERREIRA DE CAMARGO,-23.637071,-46.643686
"LOURDES HEREDIA MELLO, PROFA.",-23.630764,-46.643579
"ALEXANDRE CORREIA, PROF.",-23.682112,-46.642304
CHIQUINHA RODRIGUES,-23.621106,-46.67176
"JOAQUIM CANDIDO DE AZEVEDO MARQUES, DES.",-23.629895,-46.7016
"LINNEU PRESTES, PROF.",-23.64822,-46.70324
CARLOS DE ANDRADE RIZZINI,-23.655816,-46.70019
"LAERTE RAMOS DE CARVALHO, PROF.",-23.668478,-46.692946
JOAO GUALBERTO DO AMARAL CARVALHO,-23.671626,-46.68173
"ANTONIO CARLOS DE ABREU SODRE, DR.",-23.686082,-46.682262
ANTENOR NASCENTES,-23.687573,-46.672248
"MANOEL CARLOS DE FIGUEIREDO FERRAZ, DES.",-23.691493,-46.665821
"JOAO SUSSUMU HIRATA, DEP.",-23.694701,-46.655237
"ISABEL VIEIRA FERREIRA, PROFA.",-23.694035,-46.648593
"TIRADENTES, ALF.",-23.671364,-46.66204
"PEREIRA CARNEIRO, CDE.",-23.671695,-46.676073
"CALOGERAS, MIN.",-23.633141,-46.66059
BERNARDO O HIGGINS,-23.642058,-46.667918
